Hz,CpED4,DED4,CpDE4,DDE4,CpED2,DED2,CpDE2,DDE2,CpSED,DSED,CpSDE,DSDE,CpFMF,DFMF,CpFMS,DFMS,CpFMRF,DFMRF,CpFMRS,DFMRS,CpSMF,DSMF,CpSMS,DSMS,CpTMF,DTMF,CpTMS,DTMS,CpTMRF,DTMRF,CpTMRS,DTMRS
15000,-6.05E-05,1.45E-01,2.09E-06,1.03E+00,-1.08E-08,3.17E+00,-7.79E-09,4.03E+00,-6.36E-05,1.46E-01,-6.61E-05,1.34E-01,-5.62E-08,5.18E-01,-6.72E-05,1.27E-01,6.27E-13,3.36E-01,-1.49E-11,4.34E-01,6.35E-11,2.25E-01,1.17E-09,3.35E-01,-4.76E-10,9.57E-01,-7.41E-11,6.44E-01,-1.27E-09,1.25E+00,2.06E-12,1.98E-01
15000,-5.84E-05,1.24E-01,-6.15E-05,9.62E-02,-2.91E-08,1.21E+00,-3.56E-09,8.95E+00,-6.61E-05,1.35E-01,-6.01E-05,1.28E-01,-2.65E-08,4.31E-01,-6.18E-05,1.44E-01,2.49E-13,5.00E+00,-1.74E-11,6.95E-01,5.98E-10,2.20E-01,1.64E-09,1.25E-01,-6.11E-10,7.23E-01,-9.56E-13,4.99E-01,-9.33E-09,6.90E-01,-1.24E-12,2.40E-01
20000,-7.91E-07,3.28E+01,-1.49E-05,2.13E+00,-1.47E-07,3.28E-01,2.38E-09,1.08E+01,-4.04E-05,8.26E-01,-1.78E-05,1.85E+00,9.56E-09,3.90E-01,-3.07E-06,1.53E+01,2.62E-12,6.07E-01,3.13E-11,9.16E-01,-4.29E-12,2.80E-01,-8.57E-09,9.57E-01,-9.52E-10,3.07E-01,2.73E-13,8.88E+00,9.61E-12,4.47E-02,-2.71E-12,1.03E+00
20000,-2.68E-05,8.40E-01,-1.89E-05,1.42E+00,-1.36E-07,1.02E-01,6.08E-09,9.84E+00,-1.11E-05,3.11E+00,-1.15E-05,3.29E+00,1.15E-08,1.62E+00,-1.67E-05,3.01E+00,3.62E-12,3.35E-01,1.61E-12,1.84E+00,-2.63E-11,5.84E-01,4.11E-10,8.45E-01,-2.76E-08,2.99E-01,4.48E-10,1.17E+00,1.83E-13,3.85E+00,-1.88E-12,1.71E-01
20000,-3.02E-05,9.17E-01,-2.33E-05,1.24E+00,-1.28E-07,1.43E-01,-4.55E-08,8.66E-01,-1.45E-05,2.25E+00,7.31E-07,6.27E+01,1.64E-08,2.12E-01,1.55E-05,2.06E+00,-1.48E-11,6.21E-02,6.20E-14,3.07E+00,2.06E-12,7.36E-02,-5.11E-08,1.25E+00,-1.39E-08,6.11E-01,1.01E-12,9.08E-01,3.81E-11,1.33E+00,-2.33E-11,4.52E-01
20000,-2.58E-05,1.15E+00,-1.93E-05,1.67E+00,-1.21E-07,9.91E-02,-4.87E-08,9.54E-02,-3.89E-06,1.29E+01,-9.28E-06,3.36E+00,1.90E-08,1.37E+00,4.68E-06,6.55E+00,9.41E-13,2.92E-01,-1.75E-12,4.98E+00,-1.75E-12,2.78E-01,-5.71E-08,3.10E-01,-1.52E-10,3.33E-01,-9.58E-13,2.27E-01,-2.82E-13,3.35E+00,2.36E-12,1.79E+00
20000,-1.51E-05,1.61E+00,-2.10E-05,1.74E+00,-1.32E-07,3.46E-02,-1.43E-08,7.55E-01,-1.29E-05,3.08E+00,-1.87E-05,1.91E+00,-2.89E-08,5.34E+00,-7.63E-06,4.34E+00,2.45E-12,1.40E+00,3.87E-11,8.07E-01,-2.55E-12,2.43E-01,-3.14E-10,8.94E-01,3.03E-10,6.21E+00,7.96E-13,1.13E+00,-2.17E-12,6.38E-01,8.22E-12,3.01E-01
20000,-1.17E-05,1.90E+00,6.73E-06,5.24E+00,-1.32E-07,3.65E-01,-1.62E-07,8.11E-02,-3.33E-05,8.89E-01,-1.20E-05,2.94E+00,-8.53E-09,1.18E+00,-1.16E-05,2.87E+00,5.27E-14,1.72E+01,-2.43E-12,1.75E+00,3.55E-13,2.87E+00,-2.94E-08,4.73E-01,-3.00E-08,3.06E-01,-2.82E-12,6.38E-01,3.41E-11,2.94E+00,1.37E-14,5.75E+01
20000,-2.39E-05,1.03E+00,3.83E-06,6.58E+00,-2.12E-07,3.72E-01,-3.28E-08,3.59E-01,-6.47E-06,5.68E+00,1.01E-05,3.02E+00,-1.26E-09,3.43E+00,1.10E-05,3.44E+00,6.58E-13,5.86E-01,4.94E-13,2.17E+00,3.65E-12,9.57E-01,-1.38E-09,6.67E+00,-5.50E-10,5.70E-01,2.40E-12,1.11E+00,2.81E-11,3.94E+00,-2.86E-12,6.40E-01
25000,-4.20E-07,1.08E+01,-3.15E-06,1.29E+00,4.96E-09,1.48E+01,5.44E-10,8.14E-01,-4.02E-06,1.54E+00,-4.09E-06,1.44E+00,2.07E-08,2.21E-01,-4.58E-06,1.31E+00,1.94E-12,3.87E-01,-9.11E-12,2.27E-02,-3.07E-12,5.72E-02,2.80E-11,1.67E+01,-1.54E-09,3.73E-01,6.41E-12,2.91E-01,6.12E-11,1.47E-01,4.80E-12,9.76E-02
25000,-8.27E-08,5.32E+01,-2.60E-06,1.28E+00,-2.22E-08,8.62E-02,3.99E-09,5.07E-02,-4.27E-06,1.42E+00,-4.31E-06,1.39E+00,-1.20E-08,4.71E-01,-3.86E-06,1.58E+00,7.97E-12,1.13E-01,-3.32E-12,4.22E-01,1.28E-12,1.94E+00,6.66E-12,3.99E-01,3.19E-11,1.10E-01,-8.16E-12,6.27E-02,4.22E-13,1.30E-01,2.65E-13,3.69E-01
25000,-3.20E-07,1.31E+01,-4.16E-10,1.01E+04,-1.83E-08,6.31E-02,-1.23E-09,1.57E+00,-3.89E-06,1.58E+00,-3.90E-06,1.55E+00,3.98E-07,1.11E-01,-3.98E-06,1.52E+00,-6.96E-12,4.87E-01,-5.13E-13,1.11E-01,-1.92E-11,1.64E+00,4.85E-12,1.28E-01,-2.20E-07,8.95E-02,1.14E-12,2.00E+00,2.26E-12,1.08E+00,-5.90E-14,1.78E+00
25000,-3.05E-07,1.41E+01,1.95E-07,2.22E+01,-1.20E-08,1.52E-01,1.68E-09,2.20E-01,-4.30E-06,1.45E+00,-4.00E-06,1.57E+00,-9.06E-07,2.28E-01,-4.59E-06,1.30E+00,-5.79E-12,2.36E-01,-2.42E-12,7.03E-01,6.40E-13,7.36E-02,1.06E-11,1.34E+00,-5.26E-10,3.89E-01,6.57E-13,3.20E-02,2.70E-13,1.19E-01,4.34E-11,1.14E-01
25000,-2.07E-07,2.20E+01,-6.35E-08,7.53E+01,-1.49E-08,1.59E-01,1.72E-08,1.48E-01,-4.09E-06,1.40E+00,-4.20E-06,1.42E+00,4.92E-09,1.68E+00,-3.94E-06,1.56E+00,-8.71E-12,5.43E-02,6.93E-12,3.45E-01,4.37E-13,3.95E-02,1.18E-11,5.21E-01,-4.47E-10,4.20E-01,3.16E-12,1.74E+00,-6.00E-12,4.98E-01,1.51E-12,3.58E-02
25000,-2.17E-07,2.03E+01,-9.40E-07,4.46E+00,-2.01E-08,1.55E-01,-1.03E-09,4.98E-01,-4.06E-06,1.52E+00,-3.98E-06,1.50E+00,2.24E-10,2.41E+01,-3.55E-06,1.73E+00,-2.45E-12,2.57E+00,3.08E-12,1.35E+00,2.67E-12,1.04E-01,1.76E-11,1.47E+00,4.77E-12,1.47E-01,2.01E-12,6.36E+00,1.86E-12,3.21E+00,-8.63E-13,1.73E-01
30000,2.49E-07,1.80E+00,3.65E-07,6.15E-02,5.74E-08,1.73E+00,3.02E-08,1.26E-01,1.35E-06,4.19E-01,1.35E-06,4.32E-01,-9.72E-09,1.89E-01,1.60E-06,3.57E-01,-4.33E-12,2.06E-01,1.80E-11,1.22E-01,1.78E-10,2.46E-02,2.43E-11,8.25E-01,-3.50E-09,1.97E-01,-5.22E-12,2.24E-01,-4.24E-12,3.00E-01,2.59E-12,5.53E-01
30000,-5.15E-07,3.49E-01,-5.67E-07,7.86E-01,7.45E-08,6.25E-01,4.89E-09,4.39E+00,1.35E-06,4.25E-01,1.39E-06,4.23E-01,7.63E-09,9.60E-02,1.41E-06,4.16E-01,-6.86E-12,2.08E-01,-6.25E-12,2.00E-01,-5.12E-10,1.33E-01,-9.41E-12,1.97E-01,-1.67E-11,4.94E-02,2.94E-12,8.19E-01,3.34E-12,5.47E-01,-6.09E-12,1.61E-01
30000,5.56E-08,2.15E+00,3.21E-05,1.26E+00,3.52E-08,2.37E+00,4.41E-08,8.26E-01,1.35E-06,4.34E-01,1.42E-06,4.23E-01,1.12E-08,3.87E-01,1.20E-06,5.15E-01,3.59E-12,7.13E-01,1.55E-10,1.14E-01,5.80E-09,3.93E+00,8.43E-11,6.19E-01,-1.46E-11,6.18E-02,-3.53E-12,4.58E-01,-5.82E-12,2.63E-01,-4.27E-12,3.06E-01
30000,2.17E-07,1.73E+00,1.14E-05,3.18E-01,7.12E-08,9.95E-01,-1.14E-08,2.13E+00,1.38E-06,4.21E-01,1.40E-06,4.26E-01,-2.76E-08,5.52E-01,1.54E-06,3.70E-01,-4.11E-12,1.50E-01,-2.14E-09,2.88E-01,-8.50E-12,2.60E-01,6.41E-12,9.25E-01,-2.29E-10,3.07E-01,2.09E-12,2.29E+00,-1.29E-09,3.78E-01,2.24E-12,4.65E-01
30000,2.03E-07,2.29E-01,3.40E-08,2.30E-01,5.00E-08,2.20E+00,2.04E-08,1.71E+00,1.38E-06,4.16E-01,1.36E-06,4.34E-01,-5.74E-09,1.01E+00,1.67E-06,3.19E-01,-8.14E-12,2.40E-01,3.48E-12,6.18E-01,-1.12E-11,2.48E-01,-5.31E-12,2.51E-01,-2.10E-10,3.37E-01,-5.85E-12,1.82E+00,3.96E-12,5.26E-01,-6.23E-12,1.28E-01
30000,-2.78E-05,4.66E-01,2.96E-05,1.27E+00,4.77E-08,8.57E-01,7.92E-10,5.20E+00,4.91E-05,7.73E-01,3.75E-05,7.78E-01,-3.38E-10,8.98E+00,3.52E-05,8.88E-01,-2.92E-14,9.58E+00,6.49E-12,1.53E+00,8.00E-10,1.69E+00,-1.21E-09,5.14E-02,7.63E-13,3.19E+00,3.70E-14,6.58E+00,-1.44E-11,2.21E-01,7.85E-14,3.44E+00
40000,-2.72E-05,4.23E-01,1.93E-05,6.77E-01,4.16E-10,2.37E+00,1.43E-08,5.17E-01,3.58E-05,9.15E-01,3.43E-05,8.34E-01,-4.20E-08,5.82E-01,4.78E-05,9.20E-01,3.51E-14,7.24E+00,6.85E-12,3.48E+00,1.03E-11,2.31E+00,1.58E-13,1.61E-01,2.24E-10,1.00E+00,2.59E-14,1.51E+00,-5.25E-11,1.52E+00,6.68E-13,4.87E-01
40000,-2.48E-05,5.83E-01,3.50E-05,3.16E-01,-6.84E-10,1.59E+00,7.26E-09,1.44E+00,4.37E-05,8.94E-01,3.40E-05,8.05E-01,6.53E-09,4.10E-01,4.88E-05,7.81E-01,4.46E-14,6.68E+00,1.45E-11,1.50E-01,1.10E-11,2.10E+00,3.41E-14,7.02E+00,7.50E-10,1.75E+00,2.82E-14,6.52E+00,1.37E-13,1.90E+00,1.34E-13,2.17E-01
40000,-2.03E-05,7.17E-01,4.07E-05,5.05E-01,6.24E-10,1.44E+00,2.17E-09,7.27E-01,3.23E-05,1.07E+00,3.54E-05,7.84E-01,3.74E-08,3.86E-01,2.96E-05,9.62E-01,-5.75E-12,2.37E-01,2.41E-10,2.08E+00,1.13E-10,8.74E+00,2.59E-12,5.98E-01,2.52E-10,4.46E+00,1.20E-12,5.90E-01,-3.83E-11,1.37E-01,2.86E-13,1.73E+00
40000,-3.06E-05,4.35E-01,4.32E-05,1.18E+00,-4.45E-10,2.28E+00,-7.25E-10,5.58E-01,4.53E-05,7.24E-01,3.59E-05,6.87E-01,-8.56E-10,7.34E+00,3.53E-05,7.49E-01,-1.71E-11,2.25E-01,-4.52E-09,2.40E-01,1.28E-08,1.28E+01,9.71E-13,2.23E+00,3.18E-10,2.20E-01,5.39E-12,5.12E+00,7.85E-14,3.11E+00,-2.01E-11,1.93E-01
40000,-2.35E-05,5.75E-01,-2.34E-05,1.24E+00,-3.35E-10,2.43E+00,3.64E-10,2.53E+01,4.32E-05,1.15E+00,3.99E-05,7.70E-01,1.13E-08,5.89E-01,3.17E-05,7.80E-01,7.94E-14,3.45E+00,3.97E-10,1.24E+00,4.11E-08,2.07E+00,1.28E-11,5.48E-01,-1.80E-10,3.56E+00,-1.61E-09,3.71E-01,-3.17E-11,2.31E-01,4.21E-13,1.12E+00
40000,-2.42E-05,5.47E-01,-2.15E-05,1.33E+00,8.63E-10,1.11E+00,3.46E-09,2.93E+00,5.03E-05,8.18E-01,4.56E-05,7.50E-01,-1.36E-09,5.95E+00,4.01E-05,8.52E-01,-2.22E-10,2.30E-01,-5.96E-08,2.59E-01,5.46E-10,6.86E-01,-1.07E-11,7.52E-02,-3.37E-11,6.64E+00,1.05E-10,6.00E-01,2.42E-11,1.82E+00,-6.07E-11,4.82E-02
50000,-1.68E-05,1.30E+00,2.75E-06,8.79E+00,-1.22E-09,4.39E-01,3.34E-09,5.63E-01,1.55E-05,1.06E+00,1.55E-05,7.89E-01,-1.53E-09,4.36E+00,1.25E-05,1.17E+00,2.83E-10,4.38E-01,9.98E-10,3.52E-01,-2.88E-07,3.47E-02,-3.24E-10,2.34E-01,-1.21E-10,2.21E+00,2.00E-13,1.39E+00,-2.06E-11,1.62E-01,7.42E-13,4.08E-01
50000,-9.58E-06,1.81E+00,7.19E-06,3.34E+00,-9.18E-10,5.31E-01,2.65E-09,5.36E-01,1.23E-05,1.27E+00,1.44E-05,8.23E-01,-3.52E-09,1.21E+00,1.25E-05,1.21E+00,-3.16E-09,1.88E-01,-1.41E-08,1.93E-01,-6.67E-14,2.21E+00,-4.68E-11,4.22E-01,-3.13E-11,2.41E-01,-9.42E-12,1.65E-01,1.02E-11,2.55E-01,-5.72E-11,1.95E-03
50000,-1.70E-05,1.05E+00,7.56E-06,3.30E+00,-1.05E-09,5.97E-01,-4.28E-09,1.52E+00,9.96E-06,1.66E+00,1.18E-05,9.21E-01,1.59E-08,2.09E-01,1.08E-05,9.73E-01,6.05E-10,4.36E-01,1.78E-09,3.76E-01,-1.97E-10,3.98E-01,2.96E-10,1.11E+00,-2.12E-10,1.77E-01,9.90E-10,2.88E-01,-1.99E-11,1.68E-01,2.73E-11,9.93E-01
50000,-1.51E-05,1.26E+00,2.95E-06,7.09E+00,-1.23E-09,5.62E-01,-7.37E-10,3.24E+00,1.44E-05,1.09E+00,1.49E-05,7.18E-01,-7.83E-10,3.34E+00,1.40E-05,7.86E-01,-4.15E-09,1.90E-01,1.67E-09,5.21E-02,-3.21E-11,1.16E+00,-1.23E-08,2.44E-01,2.30E-12,3.61E+00,1.78E-10,2.37E-03,1.62E-13,1.55E+00,-3.07E-09,1.71E-01
50000,-1.02E-05,1.64E+00,8.71E-06,2.86E+00,-1.28E-09,4.05E-01,4.60E-12,5.36E+01,1.28E-05,1.15E+00,1.68E-05,7.61E-01,-1.22E-10,3.58E+01,1.55E-05,1.16E+00,-7.85E-11,4.28E-02,-6.64E-08,6.05E-02,-1.57E-09,1.88E-01,1.04E-09,3.82E-01,-1.42E-08,1.87E-01,-3.05E-11,8.22E-02,-3.04E-11,1.45E-01,1.09E-09,3.77E-01
50000,-2.00E-05,1.05E+00,-6.37E-06,3.47E+00,-1.17E-09,3.66E-01,2.02E-09,8.63E-02,1.19E-05,1.36E+00,1.20E-05,9.18E-01,3.75E-09,1.67E+00,1.82E-05,1.06E+00,-5.78E-11,2.82E-01,7.78E-10,3.74E-01,-2.09E-09,2.12E-01,2.45E-10,6.98E-01,-4.54E-09,1.83E-01,-1.06E-08,1.85E-01,6.68E-10,5.48E-01,-4.75E-11,3.49E-01
60000,-2.62E-05,8.17E-01,2.91E-06,8.28E+00,-1.13E-09,1.49E-01,1.51E-09,5.14E-01,3.76E-06,1.61E+00,4.90E-06,9.89E-01,-4.68E-09,3.16E-03,6.81E-06,8.43E-01,3.96E-12,2.43E-01,-2.65E-09,1.48E-01,2.21E-10,2.75E-01,-4.88E-12,2.50E-01,-3.18E-09,1.45E-01,9.83E-10,4.20E-01,-2.38E-08,1.07E-01,-9.12E-10,1.41E-01
60000,-7.19E-06,3.27E+00,1.46E-05,1.53E+00,-1.30E-09,8.40E-02,-5.43E-10,4.44E+00,4.17E-06,1.56E+00,5.98E-06,9.75E-01,-1.19E-09,2.97E+00,4.48E-06,1.21E+00,-3.49E-11,2.43E-01,-7.11E-11,1.15E+01,3.05E-11,7.07E-01,1.04E-11,5.24E+00,-3.21E-09,1.42E-01,8.77E-13,1.32E+00,1.23E-09,1.10E-01,-4.96E-11,1.54E-01
60000,-4.23E-06,6.09E+00,2.20E-05,1.03E+00,-1.12E-09,1.66E-01,-5.90E-10,2.55E-01,2.66E-06,3.08E+00,3.87E-06,1.79E+00,7.16E-10,7.49E+00,4.95E-06,1.12E+00,-2.62E-09,1.37E-01,-2.45E-09,1.37E-01,9.18E-10,1.02E+00,-9.10E-12,5.63E-01,-3.36E-09,1.59E-01,-3.43E-11,1.05E-01,-3.60E-08,2.40E-01,-1.16E-09,1.40E-01
60000,-9.10E-06,3.10E+00,9.52E-06,2.38E+00,-1.30E-09,1.64E-01,7.34E-10,7.08E+00,2.00E-06,3.46E+00,4.70E-06,1.33E+00,4.98E-09,8.71E-02,7.45E-06,9.21E-01,-1.56E-11,1.19E-01,-1.53E-11,1.22E-01,5.28E-08,5.87E-01,-1.62E-09,1.29E-01,8.06E-11,5.60E-01,-1.48E-11,1.82E+00,1.01E-09,7.80E-01,1.26E-09,3.53E-01
60000,-2.36E-05,9.96E-01,2.61E-05,9.34E-01,-1.21E-09,1.09E-01,2.61E-09,8.50E-02,5.40E-06,1.24E+00,4.87E-06,1.45E+00,-6.15E-09,3.41E-01,7.38E-06,7.79E-01,-2.89E-10,1.25E-01,-2.49E-14,1.23E+01,-1.74E-07,1.86E-02,-1.39E-10,1.37E-01,5.34E-11,1.71E-01,-1.15E-10,1.29E-01,4.31E-09,4.75E-01,-9.01E-11,1.47E-01
75000,1.04E-05,2.14E+00,3.51E-05,5.52E-01,-9.41E-10,4.81E-02,3.06E-10,5.69E-02,-4.19E-07,2.28E+00,-1.08E-06,4.12E-01,-4.90E-09,4.75E-01,-1.43E-06,1.71E-01,1.09E-13,2.00E+00,1.63E-13,1.09E+00,-1.16E-11,6.97E-02,-3.48E-11,1.79E-01,1.16E-10,6.77E-01,-9.54E-12,6.83E-02,-1.08E-11,6.44E-02,-1.05E-10,8.19E-02
75000,7.44E-06,2.27E+00,2.27E-05,6.98E-01,-9.26E-10,4.59E-02,1.30E-08,7.50E-02,-3.21E-07,1.88E+00,-1.47E-06,3.02E-01,-4.65E-09,5.26E-01,-1.09E-06,3.37E-01,-7.20E-12,6.72E-02,-1.06E-11,5.98E-02,9.48E-13,7.19E-01,-2.27E-11,8.42E-02,1.80E-10,2.88E-01,-8.07E-11,7.33E-02,1.99E-13,8.96E-01,-1.20E-11,6.60E-02
75000,-8.16E-06,2.25E+00,2.69E-05,6.06E-01,-8.28E-10,2.22E-02,-1.71E-06,5.73E-01,-1.14E-07,4.56E+00,-1.26E-06,4.18E-01,4.95E-10,4.73E+00,-1.48E-06,1.95E-01,-1.77E-10,8.22E-02,-8.50E-11,7.22E-02,-7.41E-12,1.86E+00,-8.24E-10,8.48E-02,-1.05E-11,6.75E-02,4.43E-10,2.28E+00,4.89E-13,3.69E-01,-1.79E-10,6.66E-02
75000,-6.41E-06,2.92E+00,-2.06E-05,3.22E-01,-8.71E-10,2.39E-01,2.97E-08,2.55E+01,-5.34E-07,1.07E+00,-1.44E-06,2.90E-01,-1.85E-09,9.88E-01,-1.25E-06,2.53E-01,-1.03E-11,6.13E-02,1.21E-13,1.65E+00,-7.34E-10,8.03E-02,1.93E-09,2.73E-01,-6.21E-11,7.62E-02,-1.72E-09,6.96E-02,-8.06E-12,6.61E-02,-5.12E-11,7.43E-02
75000,-2.83E-05,7.44E-01,-2.27E-05,2.78E-01,-9.83E-10,2.95E-02,-2.58E-06,4.23E-01,-6.30E-07,9.18E-01,-9.84E-07,4.17E-01,-1.48E-10,2.29E+01,-1.51E-06,3.30E-01,-1.32E-11,2.01E-02,-9.50E-12,6.38E-02,-1.71E-09,9.44E-02,-1.33E-09,8.69E-02,-5.37E-11,7.39E-02,1.52E-09,6.81E-01,5.03E-11,1.16E-01,-1.10E-11,6.54E-02
75000,-1.70E-05,1.11E+00,-2.17E-05,2.74E-01,-9.00E-10,4.11E-02,-5.23E-07,1.61E+00,-4.27E-07,1.33E+00,-2.15E-06,2.03E-01,-9.35E-09,3.74E-01,-1.18E-06,3.22E-01,-1.69E-10,7.34E-02,-1.71E-09,8.38E-02,-1.61E-09,7.16E-02,1.48E-09,1.12E+00,-5.19E-11,6.81E-02,-1.63E-08,5.96E-02,1.61E-13,1.30E+00,-7.99E-11,7.70E-02
100000,1.44E-05,5.60E-01,-3.74E-06,1.37E+00,-5.90E-10,6.99E-01,-1.57E-06,7.67E-01,-1.18E-06,9.97E-01,-1.41E-06,9.57E-01,-2.48E-09,6.46E-01,-2.03E-06,7.68E-01,-2.04E-13,8.30E+00,3.10E-10,4.19E-02,6.36E-10,6.45E-02,3.08E-12,2.72E-01,-5.23E-12,1.30E-01,-5.80E-12,3.11E-02,1.04E-11,4.29E-02,-2.77E-12,9.84E-02
100000,1.16E-05,9.30E-01,-1.41E-06,4.02E+00,-4.35E-10,1.13E+00,-2.45E-06,6.32E-01,-1.16E-06,9.45E-01,-2.52E-06,6.80E-01,-2.87E-09,5.11E-01,-9.58E-07,1.37E+00,4.22E-13,5.81E-01,-1.75E-10,2.08E-03,1.10E-09,2.22E-02,-4.71E-11,1.75E-02,-6.30E-13,5.15E-01,5.97E-12,8.75E-02,-5.95E-10,1.53E-02,5.80E-13,2.50E-01
100000,1.01E-05,9.98E-01,-8.51E-07,6.30E+00,-4.10E-10,8.84E-01,-8.88E-07,1.45E+00,-1.49E-06,7.28E-01,-2.19E-06,5.20E-01,-1.76E-09,9.08E-01,-2.06E-06,6.67E-01,2.94E-11,2.68E-02,-2.30E-11,1.88E-01,3.99E-10,2.67E-02,5.03E-13,2.75E-01,1.56E-09,5.07E-03,-4.94E-12,7.16E-02,2.57E-10,9.47E-02,2.95E-11,2.58E-01
100000,1.39E-05,7.00E-01,-2.75E-06,2.20E+00,-4.75E-10,1.02E+00,1.22E-10,3.50E+00,-1.20E-06,9.27E-01,-2.48E-06,5.28E-01,1.03E-08,2.82E-01,-2.51E-06,5.89E-01,-5.17E-10,1.07E-01,-1.45E-11,3.12E-04,2.44E-10,4.04E-02,-4.39E-12,4.49E-02,2.05E-09,1.03E-02,5.02E-13,4.64E-01,-3.26E-10,3.97E-01,-1.28E-10,1.02E-01
100000,1.35E-05,7.30E-01,5.85E-07,1.17E+01,-4.14E-10,1.10E+00,-1.74E-06,8.14E-01,-1.01E-06,9.76E-01,-1.78E-06,8.34E-01,1.26E-08,2.14E-01,-2.16E-06,6.22E-01,3.14E-10,2.58E-01,-3.80E-12,1.69E-02,2.42E-10,5.03E-02,2.78E-11,7.22E-02,1.05E-09,1.84E-02,-2.78E-12,1.36E-02,3.07E-10,3.71E-02,-5.68E-11,1.64E-01
100000,1.19E-05,8.64E-01,-1.73E-06,4.16E+00,-4.39E-10,8.31E-01,-1.49E-06,9.35E-01,-1.24E-06,8.97E-01,-2.69E-06,5.75E-01,1.28E-08,2.09E-01,-2.58E-06,4.73E-01,-6.90E-12,2.12E-02,-3.01E-12,3.33E-02,2.33E-09,2.25E-01,-2.52E-11,5.55E-03,1.62E-09,3.15E-02,7.81E-14,1.23E+00,4.99E-10,1.07E-01,4.67E-12,3.83E-02
100000,1.48E-05,7.29E-01,-2.82E-06,2.41E+00,-4.39E-10,9.57E-01,-1.13E-06,1.46E+00,-7.72E-07,1.46E+00,-2.12E-06,5.94E-01,1.27E-08,2.10E-01,-2.29E-06,6.64E-01,4.84E-13,4.25E-01,4.96E-13,3.10E-01,2.18E-09,1.12E-02,8.14E-12,1.27E-01,2.11E-09,7.74E-04,4.75E-13,3.30E-01,1.63E-09,7.15E-01,-6.06E-11,1.44E-01
100000,1.65E-05,6.19E-01,-4.42E-06,1.77E+00,-4.27E-10,9.79E-01,-1.67E-06,8.81E-01,-8.71E-07,1.27E+00,-1.87E-06,7.73E-01,1.27E-08,2.10E-01,-1.97E-06,7.65E-01,-3.40E-13,1.41E-01,5.43E-12,4.47E-02,1.79E-09,2.10E-01,1.27E-11,2.58E+00,2.86E-09,3.12E-03,1.13E-11,5.17E-02,5.54E-09,2.53E-02,-1.50E-12,1.28E-02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
